,hospital_name,payer_name,plan_name,code_type,raw_code,description,setting,standard_charge_methodology,additional_payer_notes,standard_charge_gross,standard_charge_discounted_cash,standard_charge_negotiated_dollar,standard_charge_negotiated_percentage,standard_charge_min,standard_charge_max,Notes
963,NYU Langone,cigna,cignaopenaccess1413,CPT,99283,HC EMERGENCY DEPT VISIT LVL 3,both,Case Rate,. Lesser of 100% of billed charges applies.,5106.17,970.17,,,,,
964,NYU Langone,aetna,aetnahmo1005,CPT,99283,HC EMERGENCY DEPT VISIT LVL 3,both,Case Rate,. Lesser of applies when negotiated rates exceed charges less addons.,5106.17,970.17,2404.74,,,,
965,NYU Langone,hip,hipvipmedicare(heathcarepartners)1365,CPT,43239,HC UGI W BX. SGL/MULTIPLE,both,Case Rate,100% of Medicare OPPS.,,,34416.84,,,,
966,NYU Langone,uhc,unitedhealthcarehmo1156,CPT,99283,HC EMERG DEPT F/U VISIT LVL 3,both,Case Rate,. Lesser of 100% of billed charges applies.,5106.17,970.17,2404.74,,,,
967,NYU Langone,aetna,aetnaglobalnationaltransplant(hbonly)1437,CPT,99283,HC EMERGENCY DEPT VISIT LVL 3,both,Case Rate,. Lesser of applies when negotiated rates exceed charges less addons.,32829.5,6237.61,5170.65,15.75,,,
968,NYU Langone,ghi,ghi/valueoptionsbehavorialmgmt-bmp1315,CPT,99283,HC EMERGENCY DEPT VISIT LVL 3,both,Case Rate,.,,,34416.84,,,,
969,NYU Langone,fidelis,fidelisessentialplan1&200-2502201,CPT,43239,EGD BIOPSY SINGLE/MULTIPLE,both,Case Rate,225 Percent of Medicaid APG. Covered services not payable under Medicaid Fee Schedules default to a payment of 87.5 percent of charges.,2182.13,414.6,2404.74,,,,
970,NYU Langone,ghi,ghiemblemhealthepo1272,CPT,99283,HC EMERGENCY DEPT VISIT LVL 3,both,Case Rate,.,,,1037.64,,,,
971,NYU Langone,cigna,cignahmo1403,CPT,43239,EGD BIOPSY SINGLE/MULTIPLE,both,Case Rate,". MPL 100/50/25% maxmium of 3 procedures. All add ons apply, and lesser of 100% of billed charges",2182.13,414.6,326.6,,,,
972,NYU Langone,uhc,unitedhealthcarepos1159,CPT,99283,HC EMERGENCY DEPT VISIT LVL 3,both,Case Rate,. Lesser of 100% of billed charges applies.,,,10076.87,,,,
973,NYU Langone,aetna,aetnastudentplan1008,CPT,43239,HC UGI W BX. SGL/MULTIPLE,both,Case Rate,". Primary procedure pays at 100%, secondary at 50%, all subsequent at 25%.  Lesser of applies when negotiated rates exceed charges less addons.",,,2719.0,,2513.89,6438.0,
974,NYU Langone,hip,emblemselectcaresilversg3861,CPT,99283,HC EMERGENCY DEPT VISIT LVL 3,both,Case Rate,100 Percent of Medicaid APG.,1800.0,1048.28,174.0,,127.36,1257.93,
975,NYU Langone,metroplus,metroplusessentialplan12049,CPT,99283,HC EMERG DEPT F/U VISIT LVL 3,both,Case Rate,225 Percent of Medicaid APG.,,13241.87,24577.49,,6374.31,38357.42,
976,NYU Langone,bcbs,bcbsblueaccessepolargegroup(nyulilocal1199)3842,CPT,99283,HC EMERGENCY DEPT VISIT LVL 3,both,Case Rate,.,2200.0,1048.28,1048.28,,153.45,1257.93,
977,NYU Langone,hip,hipcomprehealth1270,CPT,99283,HC EMERG DEPT F/U VISIT LVL 3,both,Case Rate,.,2100.0,329.95,329.95,,78.0,395.94,
978,NYU Langone,ghi,ghivalueoptionsbehavioralmgmtbmpalt3354,CPT,43239,HC UGI W BX. SGL/MULTIPLE,both,Case Rate,"120 Percent of Medicaid APG. Not APG payable, or payable under another fee schedule like ASP/AWP pays at 30% of charges",2100.0,329.95,329.95,,78.0,395.94,
979,NYU Langone,ghi,iuoelocal14-14b1637,CPT,99283,HC EMERGENCY DEPT VISIT LVL 3,both,Case Rate,.,,,3740.91,,2513.89,6438.0,
980,NYU Langone,bcbs,bcbsout/stateindemnity1209,CPT,43239,HC UGI W BX. SGL/MULTIPLE,both,Case Rate,. All Add ons apply except drugs and lesser of 100% of billed charges.,,13241.87,36573.98,,6374.31,38357.42,
981,NYU Langone,magnacare,magnacaredirectplus1372,CPT,43239,EGD BIOPSY SINGLE/MULTIPLE,both,Case Rate,". MPL 100/75/50% all add ons apply, and lesser of 100% of billed charges",1800.0,1048.28,,50.0,720.0,1440.0,
982,NYU Langone,bcbs,bcbsout/stateepo1213,CPT,43239,HC UGI W BX. SGL/MULTIPLE,both,Case Rate,. All Add ons apply except drugs and lesser of 100% of billed charges.,1400.0,329.95,,50.0,560.0,1120.0,
983,NYU Langone,somos,bcbshealthplussomosessentialplan23837,CPT,99283,HC EMERG DEPT F/U VISIT LVL 3,both,Case Rate,.,2100.0,329.95,,50.0,840.0,1680.0,
984,NYU Langone,magnacare,nationalhealthplan1572,CPT,99283,HC EMERG DEPT F/U VISIT LVL 3,both,Case Rate,. All diagnostic and evaluation services except MRI and CT Scans will be paid as add-ons. Lesser of 100% of billed charges applies.,1800.0,1048.28,,50.0,720.0,1440.0,
985,NYU Langone,healthfirst,healthfirstmedicaid1084,CPT,99283,HC EMERGENCY DEPT VISIT LVL 3,both,Case Rate,Paid at $165. Paid once per service date and lesser of 100% of billed charges.,1400.0,329.95,,50.0,560.0,1120.0,
986,NYU Langone,hamaspikchoice,hamaspikchoicemedicaredsnp3853,CPT,99283,HC EMERGENCY DEPT VISIT LVL 3,both,Case Rate,.,2100.0,329.95,,50.0,840.0,1680.0,
987,NYU Langone,aetna,aetnasignatureadministratorsppo1417,CPT,43239,HC UGI W BX. SGL/MULTIPLE,both,Case Rate,". Primary procedure pays at 100%, secondary at 50%, all subsequent at 25%.  Lesser of applies when negotiated rates exceed charges less addons.",1800.0,1048.28,,40.0,720.0,1440.0,
988,NYU Langone,somos,hipmcdenhanced-essential2(somos)3797,CPT,99283,HC EMERGENCY DEPT VISIT LVL 3,both,Case Rate,.,2100.0,329.95,,40.0,840.0,1680.0,
989,NYU Langone,uhc,unitedhealthcarechoicenslij1773,CPT,99283,HC EMERGENCY DEPT VISIT LVL 3,both,Case Rate,. Lesser of 100% of billed charges applies.,1400.0,329.95,,40.0,560.0,1120.0,
990,NYU Langone,aetna,geha1067,CPT,99283,HC EMERGENCY DEPT VISIT LVL 3,both,Case Rate,. Lesser of applies when negotiated rates exceed charges less addons.,2100.0,329.95,,40.0,840.0,1680.0,
991,NYU Langone,medicare,uhcaarpmedicarecompleteessential2007,CPT,99283,HC EMERG DEPT F/U VISIT LVL 3,both,Case Rate,100% of Medicare OPPS.,,13241.87,15764.43,,6374.31,38357.42,
992,NYU Langone,medicare,elderplan1443,CPT,99283,HC EMERG DEPT F/U VISIT LVL 3,both,Case Rate,100% of Medicare OPPS.,2100.0,329.95,346.45,,78.0,395.94,
993,NYU Langone,medicare,vnsmedicareadvantage1385,CPT,99283,HC EMERGENCY DEPT VISIT LVL 3,both,Case Rate,100% of Medicare OPPS.,,13241.87,14393.61,,6374.31,38357.42,
994,NYU Langone,medicare,partnershealthplanfida3389,CPT,43239,EGD BIOPSY SINGLE/MULTIPLE,both,Case Rate,. All Add ons apply except drugs and lesser of 100% of billed charges.,2200.0,1048.28,1048.28,,153.45,1257.93,
995,NYU Langone,medicare,tricareeast1355,CPT,99283,HC EMERG DEPT F/U VISIT LVL 3,both,Case Rate,100% of Medicare OPPS.,1800.0,1048.28,1048.28,,127.36,1257.93,
996,NYU Langone,hip,hiphmo1097,CPT,43239,EGD BIOPSY SINGLE/MULTIPLE,both,Case Rate,237 percent of Medicare RBRVS.,2100.0,329.95,329.95,,78.0,395.94,
997,NYU Langone,aetna,aetnapos1009,CPT,43239,HC UGI W BX. SGL/MULTIPLE,both,Case Rate,". Primary procedure pays at 100%, secondary at 50%, all subsequent at 25%.  Lesser of applies when negotiated rates exceed charges less addons.",2100.0,329.95,329.95,,78.0,395.94,
998,NYU Langone,cigna,cignaindemnity1045,CPT,43239,EGD BIOPSY SINGLE/MULTIPLE,both,Case Rate,". MPL 100/50/25% maxmium of 3 procedures. All add ons apply, and lesser of 100% of billed charges",,13241.87,13708.2,,6374.31,38357.42,
999,NYU Langone,hip,hipcomprehealthepo1271,CPT,99283,HC EMERG DEPT F/U VISIT LVL 3,both,Case Rate,.,2200.0,1048.28,968.08,,153.45,1257.93,
1000,NYU Langone,ghi,americanplanadministrators1638,CPT,43239,HC UGI W BX. SGL/MULTIPLE,both,Case Rate,.,1800.0,1048.28,968.08,,127.36,1257.93,
1001,NYU Langone,hip,emblemselectcarecatastropicexchange 3856,CPT,99283,HC EMERGENCY DEPT VISIT LVL 3,both,Case Rate,.,2100.0,329.95,304.71,,78.0,395.94,
1002,NYU Langone,hip,emblemhealthcarepartnersessential1&200-2503012,CPT,43239,HC UGI W BX. SGL/MULTIPLE,both,Case Rate,100% of Medicare OPPS.,,13241.87,12659.52,,6374.31,38357.42,
1003,NYU Langone,hip,hipmedicaid-enhancedcare(montefiore)1366,CPT,43239,HC UGI W BX. SGL/MULTIPLE,both,Case Rate,"100 Percent of Medicaid APG. Not APG payable, or payable under another fee schedule like ASP/AWP pays at 30% of charges",,,4289.89,,2513.89,6438.0,
1004,NYU Langone,healthfirst,healthfirstgreenleafexchange1807,CPT,99283,HC EMERG DEPT F/U VISIT LVL 3,both,Case Rate,225% of NYS APG. Paid once per service date and lesser of 100% of billed charges.,,13241.87,25906.6,,6374.31,38357.42,
1005,NYU Langone,medicare,aarpmedicarecompletemosaic2009,CPT,43239,EGD BIOPSY SINGLE/MULTIPLE,both,Case Rate,100% of Medicare OPPS.,2100.0,329.95,329.95,,78.0,395.94,
1006,NYU Langone,hip,ghihmo1071,CPT,99283,HC EMERGENCY DEPT VISIT LVL 3,both,Case Rate,.,2100.0,329.95,329.95,,78.0,395.94,
1007,NYU Langone,metroplus,metroplusgoldplusplanexchange1627,CPT,43239,HC UGI W BX. SGL/MULTIPLE,both,Case Rate,198 Percent of Medicare OPPS. Metroplus will reimburse unlisted codes and described codes with no Medicare rate at 50 percent of charges.,,,2848.0,,2513.89,6438.0,
1008,NYU Langone,healthfirst,healthfirstchildhealthplus1080,CPT,99283,HC EMERGENCY DEPT VISIT LVL 3,both,Case Rate,Paid at $165. Paid once per service date and lesser of 100% of billed charges.,,,1235.0,,1235.0,1445.0,
1009,NYU Langone,medicare,unitedhealthcarecommunitymedicare1370,CPT,99283,HC EMERG DEPT F/U VISIT LVL 3,both,Case Rate,100% of Medicare OPPS.,2200.0,1048.28,,80.0,880.0,1760.0,
1010,NYU Langone,medicare,wellcarebyfideliscaremedicare1061,CPT,99283,HC EMERG DEPT F/U VISIT LVL 3,both,Case Rate,100% of Medicare OPPS.,2100.0,,,80.0,1438.5,1722.0,
1011,NYU Langone,bcbs,empireplan/valueoptions1317,CPT,43239,EGD BIOPSY SINGLE/MULTIPLE,both,Case Rate,. All Add ons apply except drugs and lesser of 100% of billed charges.,,,3424.0,,2513.89,6438.0,
1012,NYU Langone,somos,hipmcdenhanced-essential1&200-250(somos)3796,CPT,43239,HC UGI W BX. SGL/MULTIPLE,both,Case Rate,100% of Medicare OPPS.,,,1445.0,,1235.0,1445.0,
1013,NYU Langone,bcbs,bluecrossblueshieldpriorityppo1693,CPT,99283,HC EMERGENCY DEPT VISIT LVL 3,both,Case Rate,. Lesser of 100% of billed charges applies.,1400.0,329.95,329.95,,78.0,395.94,
1014,NYU Langone,medicare,bcbsmedibluemedicarehmo1191,CPT,43239,HC UGI W BX. SGL/MULTIPLE,both,Case Rate,100% of Medicare OPPS.,2100.0,329.95,329.95,,78.0,395.94,
1015,NYU Langone,bcbs,bcbsoutofstateppo(nosuitcaselogo)2072,CPT,99283,HC EMERGENCY DEPT VISIT LVL 3,both,Case Rate,. Lesser of 100% of billed charges applies.,1400.0,329.95,329.95,,78.0,395.94,
1016,NYU Langone,hip,emblemcmoessential33018,CPT,43239,HC UGI W BX. SGL/MULTIPLE,both,Case Rate,". MPL 100/50/25% all add ons apply, and lesser of 100% of billed charges",,13241.87,13434.03,,6374.31,38357.42,
1017,NYU Langone,medicare,nyfiredepartment-wtc3431,CPT,99283,HC EMERGENCY DEPT VISIT LVL 3,both,Case Rate,.,1800.0,1048.28,,75.0,720.0,1440.0,
1018,NYU Langone,cigna,cignapremierplus1048,CPT,43239,HC UGI W BX. SGL/MULTIPLE,both,Case Rate,". MPL 100/50/25% maxmium of 3 procedures. All add ons apply, and lesser of 100% of billed charges",2100.0,329.95,,75.0,840.0,1680.0,
1019,NYU Langone,hip,emblemselectcarehmo3858,CPT,99283,HC EMERG DEPT F/U VISIT LVL 3,both,Case Rate,100% of Medicare OPPS.,,,3082.0,,2513.89,6438.0,
1020,NYU Langone,ghi,americanplanadministrators-c/oh.d.a1639,CPT,43239,HC UGI W BX. SGL/MULTIPLE,both,Case Rate,.,,13241.87,34115.44,,6374.31,38357.42,
1021,NYU Langone,medicare,elderplanfida3718,CPT,43239,EGD BIOPSY SINGLE/MULTIPLE,both,Case Rate,. All Add ons apply except drugs and lesser of 100% of billed charges.,1800.0,1048.28,153.45,,127.36,1257.93,
1022,NYU Langone,medicare,agewellmedicare1630,CPT,99283,HC EMERG DEPT F/U VISIT LVL 3,both,Case Rate,100% of Medicare OPPS.,1400.0,329.95,78.0,,78.0,395.94,
1023,NYU Langone,cigna,cignalifesource(hbonly)1678,CPT,99283,HC EMERG DEPT F/U VISIT LVL 3,both,Case Rate,. Lesser of 100% of billed charges applies.,2200.0,1048.28,1020.6,,153.45,1257.93,
1024,NYU Langone,metroplus,metroplusplatinumplusplanexchange1628,CPT,43239,HC UGI W BX. SGL/MULTIPLE,both,Case Rate,198 Percent of Medicare OPPS. Metroplus will reimburse unlisted codes and described codes with no Medicare rate at 50 percent of charges.,1400.0,329.95,321.24,,78.0,395.94,
1025,NYU Langone,magnacare,magnacareppo1175,CPT,43239,EGD BIOPSY SINGLE/MULTIPLE,both,Case Rate,". MPL 100/75/50% all add ons apply, and lesser of 100% of billed charges",2100.0,329.95,321.24,,78.0,395.94,
1026,NYU Langone,bcbs,bcbsepo1181,CPT,99283,HC EMERGENCY DEPT VISIT LVL 3,both,Case Rate,. Lesser of 100% of billed charges applies.,,,3427.32,,2718.13,4473.06,
1027,NYU Langone,healthfirst,healthfirstincreasedbenefitsplan1916,CPT,43239,EGD BIOPSY SINGLE/MULTIPLE,both,Case Rate,100% of Medicare OPPS.,,13241.87,28185.48,,6374.31,38357.42,
1028,NYU Langone,aetna,wellnet1755,CPT,99283,HC EMERGENCY DEPT VISIT LVL 3,both,Case Rate,. Lesser of applies when negotiated rates exceed charges less addons.,,13241.87,26619.62,,6374.31,38357.42,
1029,NYU Langone,healthplus,bcbshealthplusessentialplan22011,CPT,43239,EGD BIOPSY SINGLE/MULTIPLE,both,Case Rate,225 Percent of Medicaid APG.,,13241.87,27967.96,,6374.31,38357.42,
1030,NYU Langone,bcbs,bcbsoutofstateppo(suitcaselogo)2067,CPT,99283,HC EMERGENCY DEPT VISIT LVL 3,both,Case Rate,. Lesser of 100% of billed charges applies.,,13241.87,31317.2,,6374.31,38357.42,
1031,NYU Langone,medicare,bcbsmediblueselecthmo/extrahmo3730,CPT,43239,EGD BIOPSY SINGLE/MULTIPLE,both,Case Rate,. All Add ons apply except drugs and lesser of 100% of billed charges.,,13241.87,31317.2,,6374.31,38357.42,
1032,NYU Langone,hip,hipprimebasic3312,CPT,99283,HC EMERG DEPT F/U VISIT LVL 3,both,Case Rate,100% of Medicare OPPS.,2200.0,1048.28,,60.0,880.0,1760.0,
1033,NYU Langone,medicare,wtchealthprogram-northwell3022,CPT,99283,HC EMERG DEPT F/U VISIT LVL 3,both,Case Rate,. Lesser of applies when negotiated rates exceed charges less addons.,2100.0,329.95,,60.0,840.0,1680.0,
1034,NYU Langone,hip,emblemprimegold3315,CPT,43239,EGD BIOPSY SINGLE/MULTIPLE,both,Case Rate,100% of Medicare OPPS.,1400.0,329.95,,60.0,560.0,1120.0,
1035,NYU Langone,medicare,partnershealthplanmedicare(hbonly)1686,CPT,43239,HC UGI W BX. SGL/MULTIPLE,both,Case Rate,100% of Medicare OPPS.,2200.0,1048.28,,60.0,880.0,1760.0,
1036,NYU Langone,hip,hiphmo(cohort2hcp)3371,CPT,99283,HC EMERGENCY DEPT VISIT LVL 3,both,Case Rate,Fixed Rate.,1800.0,1048.28,,60.0,720.0,1440.0,
1037,NYU Langone,hip,hippos1100,CPT,99283,HC EMERGENCY DEPT VISIT LVL 3,both,Case Rate,.,1400.0,329.95,,60.0,560.0,1120.0,
1038,NYU Langone,healthplus,bcbshealthplusessentialplan1&200-2502010,CPT,99283,HC EMERG DEPT F/U VISIT LVL 3,both,Case Rate,225 Percent of Medicaid APG.,2100.0,329.95,,60.0,840.0,1680.0,
1039,NYU Langone,healthfirst,healthfirstcoordinatedbenefitsplan1917,CPT,43239,EGD BIOPSY SINGLE/MULTIPLE,both,Case Rate,100% of Medicare OPPS.,1800.0,1048.28,127.36,,127.36,1257.93,
1040,NYU Langone,medicare,bcbsmediblueselect/extrahmo(hcp)3733,CPT,43239,HC UGI W BX. SGL/MULTIPLE,both,Case Rate,. All Add ons apply except drugs and lesser of 100% of billed charges.,,13241.87,31157.64,,6374.31,38357.42,
1041,NYU Langone,aetna,aetnapos1009,CPT,99283,HC EMERG DEPT F/U VISIT LVL 3,both,Case Rate,. Lesser of applies when negotiated rates exceed charges less addons.,1400.0,329.95,336.55,,78.0,395.94,
1042,NYU Langone,hip,hipvipmedicareprime1099,CPT,99283,HC EMERG DEPT F/U VISIT LVL 3,both,Case Rate,100% of Medicare OPPS.,2100.0,329.95,362.94,,78.0,395.94,
1043,NYU Langone,cigna,cignanalc1448,CPT,43239,EGD BIOPSY SINGLE/MULTIPLE,both,Case Rate,". MPL 100/50/25% maxmium of 3 procedures. All add ons apply, and lesser of 100% of billed charges",2100.0,329.95,362.94,,78.0,395.94,
1044,NYU Langone,medicare,bcbshealthplusmedicare1451,CPT,99283,HC EMERGENCY DEPT VISIT LVL 3,both,Case Rate,100% of Medicare OPPS.,2200.0,1048.28,,80.0,880.0,1760.0,
1045,NYU Langone,hip,hipaccessii1266,CPT,43239,HC UGI W BX. SGL/MULTIPLE,both,Case Rate,237 percent of Medicare RBRVS.,2100.0,329.95,,80.0,840.0,1680.0,
1046,NYU Langone,bcbs,bcbsfederalprogram1182,CPT,43239,HC UGI W BX. SGL/MULTIPLE,both,Case Rate,. All Add ons apply except drugs and lesser of 100% of billed charges.,2100.0,329.95,,80.0,840.0,1680.0,
1047,NYU Langone,medicare,unitedhealthcaremedicare1158,CPT,43239,EGD BIOPSY SINGLE/MULTIPLE,both,Case Rate,100% of Medicare OPPS.,1800.0,,,74.0,1233.0,1476.0,
1048,NYU Langone,medicare,tricareeast1355,CPT,99283,HC EMERGENCY DEPT VISIT LVL 3,both,Case Rate,100% of Medicare OPPS.,1800.0,1048.28,,68.0,720.0,1440.0,
1049,NYU Langone,aetna,aetnaopenaccesshmo1414,CPT,43239,HC UGI W BX. SGL/MULTIPLE,both,Case Rate,". Primary procedure pays at 100%, secondary at 50%, all subsequent at 25%.  Lesser of applies when negotiated rates exceed charges less addons.",2100.0,,,74.0,1438.5,1722.0,
1050,NYU Langone,hip,emblemselectcare(cohort2hcp)3372,CPT,43239,EGD BIOPSY SINGLE/MULTIPLE,both,Case Rate,. All Add ons apply except drugs and lesser of 100% of billed charges.,1400.0,,,74.0,959.0,1148.0,
1051,NYU Langone,hip,hipmedicaid-enhancedcare(healthcarepartners)1364,CPT,43239,HC UGI W BX. SGL/MULTIPLE,both,Case Rate,"100 Percent of Medicaid APG. Not APG payable, or payable under another fee schedule like ASP/AWP pays at 30% of charges",2100.0,,,74.0,1438.5,1722.0,
1052,NYU Langone,cigna,cignaevernorthbehavioralhealth1490,CPT,43239,HC UGI W BX. SGL/MULTIPLE,both,Case Rate,". MPL 100/50/25% maxmium of 3 procedures. All add ons apply, and lesser of 100% of billed charges",2200.0,,,78.0,1507.0,1804.0,
1053,NYU Langone,metroplus,metroplusgoldplusplanexchange1627,CPT,99283,HC EMERG DEPT F/U VISIT LVL 3,both,Case Rate,198 Percent of Medicare OPPS. Metroplus will reimburse unlisted codes and described codes with no Medicare rate at 50 percent of charges.,2200.0,,,82.0,1507.0,1804.0,
1054,NYU Langone,hip,hipsmartstart1267,CPT,43239,EGD BIOPSY SINGLE/MULTIPLE,both,Case Rate,237 percent of Medicare RBRVS.,1800.0,,,82.0,1233.0,1476.0,
1055,NYU Langone,bcbs,unicare1305,CPT,43239,EGD BIOPSY SINGLE/MULTIPLE,both,Case Rate,. All Add ons apply except drugs and lesser of 100% of billed charges.,1400.0,,,82.0,959.0,1148.0,
1056,NYU Langone,bcbs,bcbsout/statehmo1208,CPT,43239,HC UGI W BX. SGL/MULTIPLE,both,Case Rate,. All Add ons apply except drugs and lesser of 100% of billed charges.,2100.0,,,82.0,1438.5,1722.0,
1057,NYU Langone,hip,emblemprimegold3315,CPT,99283,HC EMERGENCY DEPT VISIT LVL 3,both,Case Rate,100% of Medicare OPPS.,2200.0,1048.28,1257.93,,153.45,1257.93,
1058,NYU Langone,aetna,healthscope3250,CPT,43239,HC UGI W BX. SGL/MULTIPLE,both,Case Rate,100% of Medicare OPPS.,1800.0,1048.28,1257.93,,127.36,1257.93,
1059,NYU Langone,hip,emblemessentialplan32061,CPT,43239,HC UGI W BX. SGL/MULTIPLE,both,Case Rate,"100 Percent of Medicaid APG. Not APG payable, or payable under another fee schedule like ASP/AWP pays at 30% of charges",2100.0,329.95,395.94,,78.0,395.94,
1060,NYU Langone,bcbs,bcbsblueaccesshmosmallgroup3706,CPT,99283,HC EMERGENCY DEPT VISIT LVL 3,both,Case Rate,100% of Medicare OPPS.,1400.0,,,77.0,959.0,1148.0,
1061,NYU Langone,healthplus,bcbshealthplusessentialplan22011,CPT,99283,HC EMERG DEPT F/U VISIT LVL 3,both,Case Rate,225 Percent of Medicaid APG.,2100.0,,,77.0,1438.5,1722.0,
1062,NYU Langone,ghi,ghiemblemhealthepo1272,CPT,99283,HC EMERG DEPT F/U VISIT LVL 3,both,Case Rate,.,2100.0,329.95,,76.0,840.0,1680.0,
1063,NYU Langone,uhc,unitedhealthcarenavigate1404,CPT,43239,HC UGI W BX. SGL/MULTIPLE,both,Case Rate,". MPL 100/50/25% all add ons apply, and lesser of 100% of billed charges",1400.0,329.95,,76.0,560.0,1120.0,
1064,NYU Langone,hip,emblemprimeplatinum3316,CPT,43239,EGD BIOPSY SINGLE/MULTIPLE,both,Case Rate,237 percent of Medicare RBRVS.,,,2514.0,,2513.89,6438.0,
1065,NYU Langone,hip,hipprimebasic3312,CPT,43239,HC UGI W BX. SGL/MULTIPLE,both,Case Rate,100% of Medicare OPPS.,,13241.87,18604.11,,6374.31,38357.42,
1066,NYU Langone,hip,hipmedicaid-enhancedcare(cohort2hcp)3369,CPT,43239,HC UGI W BX. SGL/MULTIPLE,both,Case Rate,100% of Medicare OPPS.,,,2892.0,,2513.89,6438.0,
1067,NYU Langone,medicare,beaconhealthexchangeplan(hbonly)1760,CPT,43239,HC UGI W BX. SGL/MULTIPLE,both,Case Rate,100% of Medicare OPPS.,,13241.87,21396.17,,6374.31,38357.42,
1068,NYU Langone,medicare,centersplanforhealthyliving2779,CPT,43239,EGD BIOPSY SINGLE/MULTIPLE,both,Case Rate,"100 Percent of Medicaid APG. Not APG payable, or payable under another fee schedule like ASP/AWP pays at 30% of charges",1400.0,329.95,329.95,,78.0,395.94,
1069,NYU Langone,aetna,coresource1642,CPT,99283,HC EMERG DEPT F/U VISIT LVL 3,both,Case Rate,. Lesser of applies when negotiated rates exceed charges less addons.,,13241.87,13708.2,,6374.31,38357.42,
1070,NYU Langone,uhc,unitedhealthcarestudentresources1405,CPT,43239,HC UGI W BX. SGL/MULTIPLE,both,Case Rate,". MPL 100/50/25% all add ons apply, and lesser of 100% of billed charges",,13241.87,34190.62,,6374.31,38357.42,
1071,NYU Langone,hip,emblemselectcareplatinumexchange1612,CPT,99283,HC EMERG DEPT F/U VISIT LVL 3,both,Case Rate,.,2200.0,1048.28,1048.28,,153.45,1257.93,
1072,NYU Langone,ghi,ghicbp(hbonly)1438,CPT,43239,EGD BIOPSY SINGLE/MULTIPLE,both,Case Rate,.,1800.0,1048.28,1048.28,,127.36,1257.93,
1073,NYU Langone,1199,local1199ppo1001,CPT,43239,EGD BIOPSY SINGLE/MULTIPLE,both,Case Rate,". MPL 1st 100% of Payment Rate 50% of all others, all add ons apply, and lesser of 100% of billed charges.",2100.0,329.95,329.95,,78.0,395.94,
1074,NYU Langone,magnacare,magnacaredirectplus1372,CPT,43239,HC UGI W BX. SGL/MULTIPLE,both,Case Rate,". MPL 100/75/50% all add ons apply, and lesser of 100% of billed charges",1400.0,329.95,329.95,,78.0,395.94,
1075,NYU Langone,aetna,christianbrothers1640,CPT,43239,EGD BIOPSY SINGLE/MULTIPLE,both,Case Rate,". Primary procedure pays at 100%, secondary at 50%, all subsequent at 25%.  Lesser of applies when negotiated rates exceed charges less addons.",2100.0,329.95,329.95,,78.0,395.94,
1076,NYU Langone,bcbs,bcbsoutofstatehmo(suitcaselogo)2064,CPT,43239,EGD BIOPSY SINGLE/MULTIPLE,both,Case Rate,. All Add ons apply except drugs and lesser of 100% of billed charges.,1800.0,1048.28,1079.73,,127.36,1257.93,
1077,NYU Langone,bcbs,bcbsfederalprogram1182,CPT,99283,HC EMERGENCY DEPT VISIT LVL 3,both,Case Rate,. Lesser of 100% of billed charges applies.,1400.0,329.95,339.85,,78.0,395.94,
